RAZON SOCIAL,DIRECCIÓN,MUNICIPIO,TEL-COM-1,ACTIVIDAD POR SECTORES - CIIU 1,LATITUD,LONGITUD,localizacion
BAR LA PIRAGUA DEL LLANO,CALLE 26 N 5A-11,YOPAL,3125851054,BARES Y LICORES,"5,339,531","-72,383,234",POINT (-72383234 5339531)
CANDELARIA PUB HOUSE,CARRERA 20 N 30 - 21,YOPAL,3104886101,BARES Y LICORES,"5,330,698","-72,391,028",POINT (-72391028 5330698)
DISTRIBUCIONES HOZKARD,CARRERA 20 N 29 - 04,YOPAL,3133488637,BARES Y LICORES,"5,331,759","-72,391,804",POINT (-72391804 5331759)
BAR LAS PALOMAS LA CAMPIÃ‘A,CALLE 26 N. 08-05,YOPAL,3203451585,BARES Y LICORES,"5,330,439","-72,404,386",POINT (-72404386 5330439)
LA TRAVESIA DEL LLANERO,CALLE 31 N 31-27,YOPAL,3143156712,BARES Y LICORES,"5,335,627","-72,380,279",POINT (-72380279 5335627)
EL TROPICAL 4 ESQUINAS,CALLE 48 N 16 - 95,YOPAL,3123408161,BARES Y LICORES,"5,311,395","-72,400,108",POINT (-72400108 5311395)
BEBIDAS FRIAS LOS PEREIRAS,CARRERA 20 N 28 - 05,YOPAL,3507373599,BARES Y LICORES,"5,332,557","-72,392,078",POINT (-72392078 5332557)
BAR EL PRETINAZO VALLENATO,CARRERA 6 N 30 - 31,YOPAL,3144552070,BARES Y LICORES,"5,325,765","-72,404,450",POINT (-72404450 5325765)
BAR LA POTRANCA,CALLE 36 N 12B -  28,YOPAL,3208436995,BARES Y LICORES,"5,322,614","-72,397,793",POINT (-72397793 5322614)
ENRRUMBA 2,CARRERA 6 N 30-34,YOPAL,3107927490,BARES Y LICORES,"5,325,519","-72,404,485",POINT (-72404485 5325519)
CAFE BAR BAHIA 19,CARRERA 19 N 25-75,YOPAL,3208947231,BARES Y LICORES,"5,333,849","-72,394,107",POINT (-72394107 5333849)
AGORA LICORERA CAFE BAR,CALLE 40 N12-51,YOPAL,3102543815,BARES Y LICORES,"5,318,476","-72,397,308",POINT (-72397308 5318476)
BAR EL TEKILAZO,CALLE 40 N. 4-166,YOPAL,3106733245,BARES Y LICORES,"5,318,822","-72,408,874",POINT (-72408874 5318822)
DISCOTECA R.G,CALLE 31 N. 5-17 LOCAL 4,YOPAL,3143689248,BARES Y LICORES,"5,324,409","-72,405,007",POINT (-72405007 5324409)
LA LLANERITA S.L.,CALLE 61 N 7A - OESTE  80,YOPAL,3212469027,BARES Y LICORES,"5,302,480","-72,415,061",POINT (-72415061 5302480)
BSIDE BAR,CALLE 11 N 24 - 25,YOPAL,3166874601,BARES Y LICORES,"5,348,322","-72,395,610",POINT (-72395610 5348322)
BEBIDAS J&J,CARRERA 17 N 16- 50,YOPAL,3108777732,BARES Y LICORES,"5,340,415","-72,399,773",POINT (-72399773 5340415)
CAFE BAR CULTURA 15,DIAGONAL 15  N 9 - 03,YOPAL,3229029491,BARES Y LICORES,"5,339,532","-72,402,108",POINT (-72402108 5339532)
LA CASA DE LOS PINOS,CARRERA 22 N 24-10,YOPAL,3204717982,BARES Y LICORES,"5,336,568","-72,392,055",POINT (-72392055 5336568)
CAVALIER V.I.P,CALLE 17 N 19-12,YOPAL,3208073191,BARES Y LICORES,"5,340,856","-72,397,839",POINT (-72397839 5340856)
CERVECERIA LUPE BEERHOUSE,CARRERA 23 N. 24-24,YOPAL,3007187010,BARES Y LICORES,"5,336,943","-72,390,750",POINT (-72390750 5336943)
BAR EL DESQUITE FA,CARRERA 19 N 29 -06,YOPAL,2122093954,BARES Y LICORES,"5,330,816","-72,392,396",POINT (-72392396 5330816)
B&M BAR RESTAURANTE,CARRERA 19 N 26-55,YOPAL,3218010779,BARES Y LICORES,"5,333,377","-72,393,746",POINT (-72393746 5333377)
LICORERA BAR MY CONSUELO,CALLE 24 N 26 - 68,YOPAL,3132537431,BARES Y LICORES,"5,338,901","-72,388,099",POINT (-72388099 5338901)
CARORA BAR,CARRERA 29  N 30 A   -03,YOPAL,3228895382,BARES Y LICORES,"5,339,773","-72,385,510",POINT (-72385510 5339773)
EL CHIRIPAZO POKER,CALLE 23 N 10 - 90,YOPAL,3107714311,BARES Y LICORES,"5,333,826","-72,403,180",POINT (-72403180 5333826)
BAR LA SOGA,CALLE 23 N 10-81,YOPAL,3204006435,BARES Y LICORES,"5,333,830","-72,403,236",POINT (-72403236 5333830)
PLANETA BAR YOPAL,CALLE 23 N 28 - 02,YOPAL,3144817998,BARES Y LICORES,"5,340,319","-72,387,484",POINT (-72387484 5340319)
BILLAR POOL RECUERDOS DE ELLA,CALLE 30 N 19-49,YOPAL,3202569030,BARES Y LICORES,"5,330,860","-72,391,989",POINT (-72391989 5330860)
RANCHO Y LICORES 7/24,CALLE 16 N 21-05,YOPAL,3125806700,BARES Y LICORES,"5,342,658","-72,396,480",POINT (-72396480 5342658)
BAR SAN JOSELITO,CALLE 37 N. 14-76,YOPAL,3104980285,BARES Y LICORES,"5,321,714","-72,396,296",POINT (-72396296 5321714)
MANHATTAN BAR JDC,CARRERA 18 N 14 - 02,YOPAL,6327035,BARES Y LICORES,"5,342,672","-72,399,951",POINT (-72399951 5342672)
BAR COMIDAS RÃPIDAS CIELITO LINDO,CARRERA 23 N. 24-74,YOPAL,3213947542,BARES Y LICORES,"5,336,892","-72,390,740",POINT (-72390740 5336892)
LA GUARDERÃA BAR,CARRERA 20 N 27 - 44,YOPAL,3217570039,BARES Y LICORES,"5,332,903","-72,392,616",POINT (-72392616 5332903)
DISTRIBUIDORA DE CERVEZA R & R,CALLE 30 NO. 12-27,YOPAL,3041694761,BARES Y LICORES,"5,327,958","-72,400,016",POINT (-72400016 5327958)
BEER OCLOCK,CALLE 18 N 19 A - 04,YOPAL,3145968454,BARES Y LICORES,"5,340,197","-72,397,098",POINT (-72397098 5340197)
BILLARES DIVAS,CALLE 27 N. 22-18,YOPAL,3125871716,BARES Y LICORES,"5,334,240","-72,390,687",POINT (-72390687 5334240)
YO PAL BAR SOCIAL CLUB,CALLE 30 N 20-40,YOPAL,3184105184,BARES Y LICORES,"5,331,010","-72,390,923",POINT (-72390923 5331010)
OLD BARR PAOLA,CARRERA 13 N 32 - 10,YOPAL,3103303685,BARES Y LICORES,"5,325,934","-72,398,335",POINT (-72398335 5325934)
BILLARES MALDONADO YOPAL,CALLE 12 N 18-63,YOPAL,3116202311,BARES Y LICORES,"5,344,644","-72,400,387",POINT (-72400387 5344644)
BAR MICHELANDIA,CARRERA 20 N 33-68,YOPAL,3102909550,BARES Y LICORES,"5,327,862","-72,389,860",POINT (-72389860 5327862)
BAR LAS PALMITAS PUB,CALLE 40 N 12 - 111,YOPAL,3227723238,BARES Y LICORES,"5,318,656","-72,396,925",POINT (-72396925 5318656)
BILLARES EL BAMBU,TRANSVERSAL 18  28-41,YOPAL,3164952612,BARES Y LICORES,"5,328,368","-72,411,017",POINT (-72411017 5328368)
BAR LOS MANGOS YOPAL,CARRERA 30 N 25A- 34,YOPAL,3023506089,BARES Y LICORES,"5,339,308","-72,383,995",POINT (-72383995 5339308)
LICORERA BAR SALVATORE,CALLE 21 N 21A-22,YOPAL,3209182046,BARES Y LICORES,"5,338,593","-72,393,703",POINT (-72393703 5338593)
BAR DULIS,CALLE 21 N 14-79,YOPAL,3143217741,BARES Y LICORES,"5,336,013","-72,399,802",POINT (-72399802 5336013)
BAR EL CHUZO DE LA MONA,CALLE 33 N 6-114,YOPAL,3205463017,BARES Y LICORES,"5,323,613","-72,402,789",POINT (-72402789 5323613)
RESTAURANTE BAR LA SEDE J&E,CALLE 36 N 17 - 74,YOPAL,3212815322,BARES Y LICORES,"5,329,954","-72,381,927",POINT (-72381927 5329954)
LICORERA Y CIGARRERIA LOS CRIOLLOS,CALLE 24 N 21 - 32,YOPAL,3212635469,BARES Y LICORES,"5,336,243","-72,392,921",POINT (-72392921 5336243)
CANTINA BAR JYD,CALLE 11 N 18 - 36,YOPAL,3162243447,BARES Y LICORES,"5,345,002","-72,400,915",POINT (-72400915 5345002)
CORONA CAFÃ‰ BAR PUB,CARRERA 19A N 26 - 04,YOPAL,3214734511,BARES Y LICORES,"5,327,495","-72,389,910",POINT (-72389910 5327495)
BAR EL CHIQUIS,CARRERA 13 N 32-10,YOPAL,3128194422,BARES Y LICORES,"5,325,945","-72,398,463",POINT (-72398463 5325945)
CATRINA PUB,CARRERA 23 N 24-14,YOPAL,3133073936,BARES Y LICORES,"5,337,307","-72,390,964",POINT (-72390964 5337307)
BEER MONSTER BAR,CARRERA 20 N  27- 12,YOPAL,3202078414,BARES Y LICORES,"5,333,113","-72,392,726",POINT (-72392726 5333113)
LICOR COMPANY EXPRESS,CARRERA 20 N 27-18,YOPAL,3104845998,BARES Y LICORES,"5,333,097","-72,392,600",POINT (-72392600 5333097)
WALLS CAFE BAR,CALLE 22 N. 10-40,YOPAL,3132295538,BARES Y LICORES,"5,335,568","-72,397,890",POINT (-72397890 5335568)
CAFE BAR LAS TOPIAS,CARRERA 20 N  29-15 CASA 1,YOPAL,3115597827,BARES Y LICORES,"5,331,724","-72,391,629",POINT (-72391629 5331724)
TRAKALOSA BAR,CALLE 25  N 21-04,YOPAL,3102929617,BARES Y LICORES,"5,335,354","-72,392,646",POINT (-72392646 5335354)
BAR CERVEZA PA ESTA MESA,CARRERA 13 N 33B - 33,YOPAL,3203479983,BARES Y LICORES,"5,325,117","-72,398,177",POINT (-72398177 5325117)
LOS ROLOS DE LA CAMPIÃ‘A,CARRERA 9 N 25 - 58,YOPAL,3133938991,BARES Y LICORES,"5,330,938","-72,404,339",POINT (-72404339 5330938)
THE VILLA JAMING BAR,CARRERA 21 N 23 - 12 LOCAL 1,YOPAL,3053479858,BARES Y LICORES,"5,336,771","-72,393,628",POINT (-72393628 5336771)
BAR STATION NEW YORK & NEW YORK,CARRERA 20 N 21-70,YOPAL,3115719622,BARES Y LICORES,"5,337,563","-72,394,901",POINT (-72394901 5337563)
THE PITS BAR,CALLLE 31 N 5 - 50,YOPAL,3207682457,BARES Y LICORES,"5,324,377","-72,405,115",POINT (-72405115 5324377)
LICORERA MW,CALLE 19 N 23-12,YOPAL,3203881741,BARES Y LICORES,"5,341,331","-72,393,163",POINT (-72393163 5341331)
CAFE BAR OPITAS,TRANSVERSAL 6 N 38A - 15,YOPAL,3123329828,BARES Y LICORES,"5,318,883","-72,401,669",POINT (-72401669 5318883)
BAR WINNING WARRIOR,CALLE 28 N 18-70,YOPAL,313615941,BARES Y LICORES,"5,331,758","-72,393,455",POINT (-72393455 5331758)
BAR KAOS 1.0,CALLE 27 N 18-15,YOPAL,3118648254,BARES Y LICORES,"5,332,710","-72,394,292",POINT (-72394292 5332710)
BAR LA FRAGUA YOPAL,CALLE 27 N 19-76,YOPAL,3203459666,BARES Y LICORES,"5,333,069","-72,393,350",POINT (-72393350 5333069)
DISCOTECA AMNESIA CLUB 2,CARRERA 7 N 27 - 40,YOPAL,3122837523,BARES Y LICORES,"5,328,653","-72,405,601",POINT (-72405601 5328653)
"VIDEO BAR "" DESPECHADOS""",CARRERA 6 N 24-96,YOPAL,3132953040,BARES Y LICORES,"5,330,246","-72,408,246",POINT (-72408246 5330246)
CHAPETOS ICE,CARRERA 25  N 12-75,YOPAL,3142492206,BARES Y LICORES,"5,347,373","-72,394,079",POINT (-72394079 5347373)
BEER POINT BAR,CARRERA 19 N 29-06,YOPAL,3124912840,BARES Y LICORES,"5,331,134","-72,392,721",POINT (-72392721 5331134)
BILLAR POOL LAS VEGAS YOPAL,CALLE 23 N 20 - 11,YOPAL,3102895358,BARES Y LICORES,"5,336,695","-72,394,267",POINT (-72394267 5336695)
BAR BEER  LA CLAVE,CARRERA 20 N 30-60,YOPAL,3107869902,BARES Y LICORES,"5,330,454","-72,391,322",POINT (-72391322 5330454)
MILAN BAR,CARRERA 28 N 35A - 04,YOPAL,3115182893,BARES Y LICORES,"5,336,482","-72,385,309",POINT (-72385309 5336482)
LA MANZANA LLANERA,CALLE 11 N 18-04,YOPAL,3003149473,BARES Y LICORES,"5,345,013","-72,401,037",POINT (-72401037 5345013)
ESTADERO LA 40 AMANECER LLANERO,CALLE 40 N 32 - 28,YOPAL,3218619925,BARES Y LICORES,"53,176,804","-72,407,466",POINT (-72407466 53176804)
SCARLETT YOPAL,CALLE 46 N 09-07,YOPAL,3125569494,BARES Y LICORES,"5,312,651","-72,397,882",POINT (-72397882 5312651)
BOROLO,CALLE 30 Nro. 26 - 29,YOPAL,3204919289,BARES Y LICORES,"5,335,312","-72,386,060",POINT (-72386060 5335312)
CANNIBAL CLUB SAS,CALLE  9 N 22-48,YOPAL,3016925489,BARES Y LICORES,"5,348,871","-72,398,251",POINT (-72398251 5348871)
JENN BEER KING,CARRERA 21 N 24-04,YOPAL,3124327916,BARES Y LICORES,"5,335,978","-72,393,255",POINT (-72393255 5335978)
MARTINI BAR 1800,CALLE 30 N 13A - 20,YOPAL,3102834389,BARES Y LICORES,"5,330,974","-72,391,323",POINT (-72391323 5330974)
COCACABANA,CARRERA 19 N 26 - 25,YOPAL,3115372313,BARES Y LICORES,"5,333,431","-72,393,962",POINT (-72393962 5333431)
BILLARES CHICO FIJO,CARRERA 29 N 35 - 02,YOPAL,3103088162,BARES Y LICORES,"5,332,059","-72,380,769",POINT (-72380769 5332059)
NUEVO PUNTO BAR,CARRERA 19 N26-25,YOPAL,3134090994,BARES Y LICORES,"5,333,345","-72,393,887",POINT (-72393887 5333345)
BAR ALCARAVAN  LA 43,CALLE 43 N 6B-26,YOPAL,3134577655,BARES Y LICORES,"5,315,505","-72,403,895",POINT (-72403895 5315505)
HEY VENGA QUE NO ES PAESO JMBC,CALLE 46C N 11B-34,YOPAL,3209003879,BARES Y LICORES,"5,312,647","-72,396,975",POINT (-72396975 5312647)
DM BAR YOPAL CASANARE,CARRERA 6 N 30-22,YOPAL,3186992154,BARES Y LICORES,"5,325,680","-72,404,654",POINT (-72404654 5325680)
COPA BAR VICTORIA,CALLE 34 A N 7-03,YOPAL,3123910735,BARES Y LICORES,"5,322,752","-72,401,902",POINT (-72401902 5322752)
TIENDA SOL Y SOMBRA DE LA 23,TRANSVERSAL  23 N 36B-16,YOPAL,3102913689,BARES Y LICORES,"5,330,060","-72,384,995",POINT (-72384995 5330060)
SENSAI JAPANESE & SUSHI  BAR,CARRERA 23 N 9 - 13,YOPAL,3106259135,BARES Y LICORES,"5,349,306","-72,397,370",POINT (-72397370 5349306)
J.Q SERVICIOS Y DISTRIBUIDORA EL REY,CARRERA 32 N 52 89,YOPAL,3213109337,BARES Y LICORES,"5,336,356","-72,380,140",POINT (-72380140 5336356)
RICH BEER YOPAL,CARRERA 14B N 43-54,YOPAL,3184254039,BARES Y LICORES,"5,315,557","-72,394,531",POINT (-72394531 5315557)
DISTRIBUIDORA JEDREK LICORERA BAR,CARRERA 14B BIS N 39 - 04,YOPAL,3214318593,BARES Y LICORES,"5,320,422","-72,395,459",POINT (-72395459 5320422)
LA PUESTA DEL SOL,CARRERA 17 N 16 - 43,YOPAL,3205740931,BARES Y LICORES,"5,340,712","-72,399,472",POINT (-72399472 5340712)
DISTRILICORERA BAR PUNTO 30,CALLE 30 N 31A 04,YOPAL,3114803215,BARES Y LICORES,"5,336,673","-72,380,732",POINT (-72380732 5336673)
DRINK HOUSE LICORERA,CALLE 16 N 16 - 10,YOPAL,3227829334,BARES Y LICORES,"5,340,403","-72,400,365",POINT (-72400365 5340403)
LICORERA BAR LA MANGA,CARRERA  6 N 9-54,YOPAL,3123431239,BARES Y LICORES,"5,312,048","-72,402,942",POINT (-72402942 5312048)
CLUB DE BILLARES BORA BORA,CARRERA 21 N 16-72,YOPAL,3212424542,BARES Y LICORES,"5,341,803","-72,396,495",POINT (-72396495 5341803)
LICORERA 24 HORAS LOS GUARITOS,CALLE 24 N 29 - 26,YOPAL,3127682869,BARES Y LICORES,"5,340,199","-72,385,619",POINT (-72385619 5340199)
EL VELERO DK 14,TRANSVERSAL 15 N 35A - 28,YOPAL,3136633571,BARES Y LICORES,"5,323,737","-72,393,624",POINT (-72393624 5323737)
NEON BAR .3,CARRERA 43 B N 35 A -21,YOPAL,3185568978,BARES Y LICORES,"5,315,545","-72,399,454",POINT (-72399454 5315545)
CANCHAS DE TEJO BAR  EL PARIENTICO,CALLE 57A 1E OESTE CS 26,YOPAL,3046785158,BARES Y LICORES,"5,305,055","-72,416,194",POINT (-72416194 5305055)
LICORERA BAR LA TINAJA,CARRERA 27  N 22a-35,YOPAL,3138165789,BARES Y LICORES,"5,340,037","-72,388,256",POINT (-72388256 5340037)
LA EMBAJADA BOYACENCE K.C,CALLE 23 N 24 74,YOPAL,3125921626,BARES Y LICORES,"5,338,718","-72,390,011",POINT (-72390011 5338718)
DISTRIBUIDORA LA PANTERA ROSA 4,CARRERA 9 N 29 - 57,YOPAL,3203061790,BARES Y LICORES,"5,327,692","-72,403,299",POINT (-72403299 5327692)
LICORERA PIEDEMONTE 2222,CARRERA 17 N 22 - 22,YOPAL,3124545213,BARES Y LICORES,"5,335,739","-72,397,430",POINT (-72397430 5335739)
TIENDA JERRY'S,CALLE 36 N 13 70,YOPAL,3156652201,BARES Y LICORES,"5,322,594","-72,397,043",POINT (-72397043 5322594)
DISTRIBUIDORA MAXILICOR E&M,DIAGONAL 9 N. 9 - 116,YOPAL,3202728710,BARES Y LICORES,"5,349,829","-72,395,465",POINT (-72395465 5349829)
IBIZA LA CASA DE LA CERVEZA,CARRERA 21 N 22 54,YOPAL,3115449191,BARES Y LICORES,"5,337,313","-72,393,868",POINT (-72393868 5337313)
LICORERA BAR PACEL,CALLE 60 N. 3  12,YOPAL,3215098341,BARES Y LICORES,"5,302,113","-72,411,631",POINT (-72411631 5302113)
LICORERA STORE,CARRERA 11 N 42 - 04,YOPAL,3115840398,BARES Y LICORES,"5,316,839","-72,398,682",POINT (-72398682 5316839)
EL ESCONDITE DE RAFA DEL LLANO,CARRERA 6 N 30 45,YOPAL,3102490731,BARES Y LICORES,"5,325,709","-72,404,213",POINT (-72404213 5325709)
TIENDA JR YOPAL,CARRERA 21 N 28 48,YOPAL,3123915208,BARES Y LICORES,"5,332,685","-72,391,374",POINT (-72391374 5332685)
LICORERA JAZBA,CALLE 37 B N 14 09,YOPAL,3102560824,BARES Y LICORES,"5,321,544","-72,396,006",POINT (-72396006 5321544)
LUNA BAR LICORERIA,CALLE 46 N 11 43,YOPAL,3213012103,BARES Y LICORES,"5,313,619","-72,396,586",POINT (-72396586 5313619)
BAR MATIUS,CALLE 36 N  42  97,YOPAL,3138836942,BARES Y LICORES,"5,328,209","-72,385,029",POINT (-72385029 5328209)
TOKYO LICORERA BAR,CALLE 34 N 20 - 30,YOPAL,3143616129,BARES Y LICORES,"5,327,786","-72,389,292",POINT (-72389292 5327786)
LICORERA BAR JOCANA,CARRERA 6 N 28 - 22,YOPAL,3232415227,BARES Y LICORES,"5,327,335","-72,405,946",POINT (-72405946 5327335)
BAR DUBAI A.R.C.O.,CALLE 36 N 13 69,YOPAL,3125677527,BARES Y LICORES,"5,323,068","-72,397,193",POINT (-72397193 5323068)
LICORERA JMS 1974,CALLE 41 N 15 - 32,YOPAL,3123549943,BARES Y LICORES,"5,316,898","-72,404,032",POINT (-72404032 5316898)
BAR GEMINIS D-M,CARRERA 10 N. 46 - 04,YOPAL,3133532776,BARES Y LICORES,"5,313,075","-72,399,485",POINT (-72399485 5313075)
LA TABERNA LICORERA BAR,CARRERA 6 N 30 - 96,YOPAL,3102438828,BARES Y LICORES,"5,325,124","-72,404,367",POINT (-72404367 5325124)
TIENDA LICORERA LOS ANGELES,CARRERA 21 N 21  65,YOPAL,3138738248,BARES Y LICORES,"5,338,228","-72,394,003",POINT (-72394003 5338228)
DON GATO BAR Y LICORERA,CARRERA 14 N 28 - 59,YOPAL,3134801814,BARES Y LICORES,"5,329,958","-72,398,648",POINT (-72398648 5329958)
VINOS & BOMBONES,DIAGONAL 9 N 9 - 110,YOPAL,3202319836,BARES Y LICORES,"5,349,870","-72,395,513",POINT (-72395513 5349870)
LICORERA MORALES EL LLANO,CARRERA 20 N 22 78,YOPAL,3123783101,BARES Y LICORES,"5,336,718","-72,394,430",POINT (-72394430 5336718)
LICORERA BAR - 16 DC,CALLE 06 N 04 03,YOPAL,3114547259,BARES Y LICORES,"5,335,535","-72,385,614",POINT (-72385614 5335535)
LICORERA YEIK ORTIZ,CALLE 40 A N 6 02,YOPAL,3003545865,BARES Y LICORES,"5,318,521","-72,402,374",POINT (-72402374 5318521)
LICORERA LA 17 DEL LLANO,CARRERA 17 N 22 41,YOPAL,3202950153,BARES Y LICORES,"5,335,668","-72,397,028",POINT (-72397028 5335668)
